Ticker,"Sustainalytics ESG Risk Score 
 2012-01","Sustainalytics ESG Risk Score 
 2012-02","Sustainalytics ESG Risk Score 
 2012-03","Sustainalytics ESG Risk Score 
 2012-04","Sustainalytics ESG Risk Score 
 2012-05","Sustainalytics ESG Risk Score 
 2012-06","Sustainalytics ESG Risk Score 
 2012-07","Sustainalytics ESG Risk Score 
 2012-08","Sustainalytics ESG Risk Score 
 2012-09","Sustainalytics ESG Risk Score 
 2012-10","Sustainalytics ESG Risk Score 
 2012-11","Sustainalytics ESG Risk Score 
 2012-12","Sustainalytics ESG Risk Score 
 2013-01","Sustainalytics ESG Risk Score 
 2013-02","Sustainalytics ESG Risk Score 
 2013-03","Sustainalytics ESG Risk Score 
 2013-04","Sustainalytics ESG Risk Score 
 2013-05","Sustainalytics ESG Risk Score 
 2013-06","Sustainalytics ESG Risk Score 
 2013-07","Sustainalytics ESG Risk Score 
 2013-08","Sustainalytics ESG Risk Score 
 2013-09","Sustainalytics ESG Risk Score 
 2013-10","Sustainalytics ESG Risk Score 
 2013-11","Sustainalytics ESG Risk Score 
 2013-12","Sustainalytics ESG Risk Score 
 2014-01","Sustainalytics ESG Risk Score 
 2014-02","Sustainalytics ESG Risk Score 
 2014-03","Sustainalytics ESG Risk Score 
 2014-04","Sustainalytics ESG Risk Score 
 2014-05","Sustainalytics ESG Risk Score 
 2014-06","Sustainalytics ESG Risk Score 
 2014-07","Sustainalytics ESG Risk Score 
 2014-08","Sustainalytics ESG Risk Score 
 2014-09","Sustainalytics ESG Risk Score 
 2014-10","Sustainalytics ESG Risk Score 
 2014-11","Sustainalytics ESG Risk Score 
 2014-12","Sustainalytics ESG Risk Score 
 2015-01","Sustainalytics ESG Risk Score 
 2015-02","Sustainalytics ESG Risk Score 
 2015-03","Sustainalytics ESG Risk Score 
 2015-04","Sustainalytics ESG Risk Score 
 2015-05","Sustainalytics ESG Risk Score 
 2015-06","Sustainalytics ESG Risk Score 
 2015-07","Sustainalytics ESG Risk Score 
 2015-08","Sustainalytics ESG Risk Score 
 2015-09","Sustainalytics ESG Risk Score 
 2015-10","Sustainalytics ESG Risk Score 
 2015-11","Sustainalytics ESG Risk Score 
 2015-12","Sustainalytics ESG Risk Score 
 2016-01","Sustainalytics ESG Risk Score 
 2016-02","Sustainalytics ESG Risk Score 
 2016-03","Sustainalytics ESG Risk Score 
 2016-04","Sustainalytics ESG Risk Score 
 2016-05","Sustainalytics ESG Risk Score 
 2016-06","Sustainalytics ESG Risk Score 
 2016-07","Sustainalytics ESG Risk Score 
 2016-08","Sustainalytics ESG Risk Score 
 2016-09","Sustainalytics ESG Risk Score 
 2016-10","Sustainalytics ESG Risk Score 
 2016-11","Sustainalytics ESG Risk Score 
 2016-12","Sustainalytics ESG Risk Score 
 2017-01","Sustainalytics ESG Risk Score 
 2017-02","Sustainalytics ESG Risk Score 
 2017-03","Sustainalytics ESG Risk Score 
 2017-04","Sustainalytics ESG Risk Score 
 2017-05","Sustainalytics ESG Risk Score 
 2017-06","Sustainalytics ESG Risk Score 
 2017-07","Sustainalytics ESG Risk Score 
 2017-08","Sustainalytics ESG Risk Score 
 2017-09","Sustainalytics ESG Risk Score 
 2017-10","Sustainalytics ESG Risk Score 
 2017-11","Sustainalytics ESG Risk Score 
 2017-12","Sustainalytics ESG Risk Score 
 2018-01","Sustainalytics ESG Risk Score 
 2018-02","Sustainalytics ESG Risk Score 
 2018-03","Sustainalytics ESG Risk Score 
 2018-04","Sustainalytics ESG Risk Score 
 2018-05","Sustainalytics ESG Risk Score 
 2018-06","Sustainalytics ESG Risk Score 
 2018-07","Sustainalytics ESG Risk Score 
 2018-08","Sustainalytics ESG Risk Score 
 2018-09","Sustainalytics ESG Risk Score 
 2018-10","Sustainalytics ESG Risk Score 
 2018-11","Sustainalytics ESG Risk Score 
 2018-12","Sustainalytics ESG Risk Score 
 2019-01","Sustainalytics ESG Risk Score 
 2019-02","Sustainalytics ESG Risk Score 
 2019-03","Sustainalytics ESG Risk Score 
 2019-04","Sustainalytics ESG Risk Score 
 2019-05","Sustainalytics ESG Risk Score 
 2019-06"
ASGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,,,,47,47,45,45,45,45,45,45,46,46,46,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
AHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,45,45,45,45,45,45,43,,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
ASH,53,53,53,53,53,53,53,43,,,,,,,,,,,,,53,54,,,52,51,,,52,54,,,,54,,,,,55,,,,54,54,57,57,57,57,57,,57,57,57,57,57,57,57,,,57,58,58,58,62,62,,62,62,62,60,60,60,60,60,60,60,60,60,60,60,58,58,58,58,58,58,58,58,58,57
ASPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASB,46,46,46,46,45,45,45,45,,,46,,,,,,,,,,,46,,,,47,,49,,,,,,,,,,,48,,,,49,49,49,49,49,49,49,,49,48,48,48,,48,48,,,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49
AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,44,44,47,,47,47,47,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,46,46,46,46,45,45,45,45,45,45,45
AIZ,46,47,47,47,47,47,47,47,,,,,46,,,,,,,,48,49,,,,50,,,50,,,,,,,51,,,50,,,,49,49,49,,49,,54,,54,55,55,56,,56,56,,,56,56,56,53,52,52,,52,52,52,52,52,52,,52,53,53,53,53,,53,53,53,53,53,53,53,53,53,54,55
AGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,47,,47,,46,,46,46,46,47,47,47,,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48
T,55,55,55,55,54,55,56,56,,60,,,,,61,,,62,,,65,64,,,,65,,,66,,,,,,65,62,65,,64,,,,64,64,,65,,,63,,63,63,63,62,,62,61,,,,63,65,65,66,66,66,66,68,68,68,68,68,68,68,68,68,68,68,68,68,66,66,65,65,65,65,65,65,65,65
ATTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,53,53,53,53,53,53,53,47,47,47,47,47
ATI,51,47,45,45,45,45,44,44,,,,,,,,,,,,,44,,,,,45,,,,,,,,,,,,,45,,,,44,44,43,43,43,43,43,43,43,43,43,43,43,43,45,,45,,45,45,45,46,45,45,45,45,45,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,49,49,49,49,51,51
ATKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,47,47,49,49,49,49,49,49,49,49,46,46,46,46,46,46,46,46,46,46,46,46,46
ATCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO,53,53,53,53,53,53,53,54,,,,,,,,54,,,,,,,,,,54,,,,,,,,,,,,,,,,,53,53,53,,,53,53,53,,53,53,53,,53,53,,53,52,,50,50,50,50,50,50,50,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
AUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,44,44,44,44,44,44,44,44,44,44,44
ATHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
ALV,65,65,65,65,64,65,64,65,,,66,,,,,,,,,,,65,,,,65,,,66,,,,,,,,69,,68,,68,,67,67,67,,68,68,68,68,68,68,68,69,,69,69,,,,68,68,68,67,67,67,67,67,67,67,67,67,66,66,64,64,64,66,66,66,66,66,65,65,65,66,66,66,66,67
AN,47,47,47,47,47,47,47,47,,,,,,50,,,,,,,,,49,,,49,,,,,,,,,,49,,,50,,,,48,48,48,48,48,48,48,,48,48,48,48,,48,48,,,,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50
AZO,47,47,47,47,46,47,47,49,,,,,,,55,,,,,,,,55,,,56,,55,,,,,,,,,,,,,,55,51,51,51,,51,51,51,,51,51,51,51,,51,51,,,,53,53,53,53,53,53,53,53,53,54,54,54,52,52,52,52,,52,52,51,51,52,52,52,52,52,52,52,52,52
AVLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46
AVB,55,55,55,55,54,55,55,55,,55,,,,,,,,,,57,,,,,,57,,,57,,,,,,,,57,,57,,,,58,58,58,,65,65,65,,65,65,65,65,,65,65,,,,65,64,66,67,67,67,67,67,67,67,67,67,67,67,67,66,66,66,66,66,66,66,66,66,66,66,66,66,68,68
AGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,58,56,56,56,56,56,56,56,56,56,56,64,64,64,64,64,64,63,63,63,63,63
AVNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,71,70,70,70,,,70,70,,,70,70,70,,70,70,,,,67,67,67,67,67,67,67,67,62,63,63,63,63,,63,63,63,63,63,63,63,62,62,59,59,59,59,59,59,59
AVTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,55,55,55
AVYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,57,57
AVY,63,63,63,63,63,63,67,62,,,,,,,,,,,,60,60,,,,,,,,61,69,,,,,,,69,,69,,,,68,68,68,,68,68,68,,68,68,68,72,,72,72,,,,71,71,71,71,71,,71,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,68,68,,68,68,68,68,68
AVNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,54,54,,,,54,,54,54,54,,54,54,54,54,54,54,54,54,54,54,54,56,56,56,56,56,56,56,56,56,56,56,55,55
AVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,61,,61,61,,,61,61,53,53,53,53,53,54,54,54,54,54,54,54,54,59,59,59,59,59,59,59,59,59,59,57,57,57
AXTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,57,57,57,57,56,,56,55,,,55,60,63,63,65,65,,65,65,65,64,64,64,64,64,64,64,64,64,61,61,61,60,61,62,62,62,63,63,63,63
AXS,46,46,46,46,45,46,46,46,,,,,46,,,,,,,,46,46,,,,46,,,,,,,,,,,,,,,,,48,48,48,48,48,48,48,48,48,48,48,48,,48,48,,,,48,48,48,48,48,,48,48,48,48,48,48,,47,47,47,47,47,,47,47,47,47,47,50,50,50,50,50,51
AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,46,,,46,46,46,46,46,46,43,44,44,44,44,44,,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45
AZUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,47,47,47,47,47,47,45,45
AZRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,52,52,52,52,52,52,52,52,52
AZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,44,,44,44,44,44,,44,44,44,45,45,45,45,45,45,45,45,48,49,49,49,49,49,49,49,49,49,49,50,50
BGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,,45,45,45,45,,45,45,45,45,45,45,45,45,47,47,47,47,47,47,47,47,47,47,47,47,47,47,50,50,50,49,49,49,49
BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,49,49,47,,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49,49,49,49,49,49
BMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,,,47,47,47,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,51,51,51,51,51,51,51
BALL,61,61,61,61,61,61,60,74,,,,,,,,,72,,,,,72,73,,,73,,,,,,,76,,,,,,76,,,,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,76,76,76,76,76,,76,76,76,77,73,73,73,73,73,73,73,73,73,73,73,73,72,72,74,74,75,76,76,76
BALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,51,,49,49,,,49,47,45,45,45,45,45,46,46,46,46,46,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
BBAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBVA,72,72,74,74,73,74,74,75,74,,,,,,73,73,74,,75,,,,,,,78,74,78,78,,,,77,77,,,77,,76,,,,76,78,78,78,,78,78,78,78,76,76,74,70,70,70,,,70,,67,67,67,67,67,67,67,67,67,67,67,64,64,64,64,64,64,64,64,64,64,64,64,64,64,74,74,74,74
BCH,,,,,,,,,46,,45,,,,,,,,,,,,,,,46,45,,,,,,,,,,,,,,,,45,45,45,45,,45,45,,45,45,45,48,,48,48,,,48,,48,48,48,48,48,48,48,48,47,47,53,53,54,54,54,54,53,53,53,54,54,54,54,54,54,54,54,54,54
BLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,55,,,55,,,55,55,55,55,55,55,62,62,62,62,62,62,,62,62,62,62,62,62,56,56,56,56,56,56,56,56,56
BMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,53,53,53,53,53,53,53,53,56
BSBR,,,,,,,,81,79,,,,,,,80,,,,,,,80,,,82,81,80,79,,,,79,,,,,,80,,,,80,80,80,80,,80,78,76,76,76,76,76,77,77,79,,,79,,79,79,79,79,79,79,79,79,78,78,78,73,74,74,74,74,74,73,73,73,73,73,73,73,73,73,70,70,70
BSAC,,,,,,,,,65,,,66,,,,,,,,,,65,,,,65,,,64,,,,,,,,,,65,,,66,66,66,66,66,66,66,66,,66,66,66,66,,66,66,,66,66,,66,66,65,65,65,65,65,65,63,63,57,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58
BSMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,66,65,65,65,65,64,64,68,61,61,61,61,59,59,59,69,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,63,63,63
SAN,59,59,59,59,58,60,60,60,63,,,62,,,,,,63,64,,,64,,,,65,,,66,,,,,67,,,68,,64,65,,,64,64,,64,64,64,69,69,69,69,69,66,65,65,65,,64,64,68,68,68,69,69,69,69,70,70,71,71,71,68,70,70,70,70,70,70,70,70,70,70,70,71,70,69,69,69,69
CIB,60,60,60,60,60,60,60,58,58,,59,,,,,,,,,,,,,60,62,62,,,63,,,,,,,,,,65,,,,64,64,,64,,64,64,,64,64,64,64,63,63,63,,,63,,63,63,63,63,63,63,65,84,85,85,85,85,85,85,85,85,85,85,85,83,83,82,82,82,81,81,81,81,81
BBD,68,68,68,68,68,68,68,68,68,69,,,,,,,,,,,,70,70,,69,67,,68,,,,,,,,,,,68,,,69,70,70,,70,68,69,69,67,67,65,65,64,,64,64,,,64,,64,64,64,64,64,67,67,67,66,66,66,66,66,66,66,66,66,66,64,68,68,68,68,67,67,67,67,67,67
BBDO,68,68,68,68,68,68,68,68,68,69,,,,,,,,,,,,70,70,,69,67,,68,,,,,,,,,,,68,,,69,70,70,,70,68,69,69,67,67,65,65,64,,64,64,,,64,,64,64,64,64,64,67,67,67,66,66,66,66,66,66,66,66,66,66,64,68,68,68,68,67,67,67,67,67,67
BAC,57,57,57,56,55,55,58,58,58,,,,,,,59,,,,,,57,,,,59,,,59,,,,,,63,68,,,68,,,,65,67,65,65,65,66,66,68,68,68,68,68,,68,69,,73,73,,73,73,73,71,71,71,71,71,70,70,70,70,70,69,70,70,70,70,70,70,70,70,70,69,69,71,71,71,71
BOH,50,50,50,50,50,50,50,49,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,51,51,51,51,51,51,51,51,51,51,51,51,,51,51,,,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,52,52,52,52,52
BMO,65,65,65,65,65,67,67,67,69,,,70,,,,72,,,,73,,,,72,,72,,,73,,73,73,,,,,,,73,,,,74,70,70,70,69,71,71,69,69,68,68,68,,68,71,,73,73,,,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,72
NTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,49,49,49,50,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
BK,55,55,55,55,55,55,59,59,,,,,62,,60,59,,,,62,,62,,62,,62,,,63,,,,,63,63,,65,,65,,,,63,63,63,60,,,60,,60,60,60,59,,59,61,61,61,63,,64,64,64,64,64,64,65,67,66,66,66,66,66,66,66,66,66,,66,66,68,67,67,67,67,68,68,68,68
BNS,67,67,67,67,67,68,68,68,69,,,,,,,69,,,,68,,69,,,,69,,71,67,69,,,,,,,,,70,69,,,68,67,67,67,66,66,66,64,64,64,64,64,64,61,61,,,61,61,61,61,61,61,61,61,61,61,64,64,64,64,64,64,64,64,64,64,69,69,69,69,69,69,69,69,69,69,69
BKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,49,49,49,,,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,50,50,50,50,50,50
BCS,64,64,64,64,63,65,64,61,62,,,,,,,,,,,,,,,,57,60,,,,,,60,60,66,,,64,,62,,,61,59,59,59,59,59,61,61,,61,62,62,61,,61,61,,63,61,62,62,62,62,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,62,60,60,60,60,60,60,60,60
BNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,48,48,48,48,48,48,48,48,49,49,49,49,53,53,53,53,53,53,53,53,53,53,53,53,55,55,55,55,55
GOLD,57,58,58,58,58,59,58,58,,57,63,64,,65,,65,62,,,,,,,,60,63,,,64,64,,63,,64,,63,,63,63,,,,64,64,,68,68,,68,68,68,68,68,68,68,68,68,,,,71,71,71,71,71,71,71,71,71,69,,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,69,70,70,72
BBWI,57,57,57,57,56,57,57,57,56,,,,,,,57,,,,,57,62,62,,,64,,,,,,,,,,,,,70,,,,67,66,66,,66,66,66,66,66,64,64,63,63,63,63,,,,63,63,63,63,63,63,63,63,59,60,60,60,60,60,60,60,,59,59,63,63,63,63,63,63,63,63,63,63,63
BHC,43,43,43,47,46,46,46,46,,46,,,,,,,,,,,,,,,,46,,,,,,,,,,,46,,,,45,,44,44,43,43,41,41,41,39,36,37,37,36,,36,36,,,36,36,36,36,36,36,36,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,38,38,38,38,38,38,38
BAX,74,71,71,71,71,70,70,72,,,,,,,,72,,,,,72,73,74,,,74,,,,73,,,,,,,76,,75,,,,74,74,74,,75,73,73,,,73,73,73,,73,73,73,,,72,72,72,73,73,73,73,72,72,72,72,72,72,67,67,67,67,67,67,67,67,67,67,66,66,66,66,66,66,66
BCE,73,73,73,73,74,75,75,75,76,,,74,,,,74,,,,72,72,73,,,,74,73,,72,,,,,,,,75,,75,74,74,,74,76,76,,76,,76,,76,76,76,76,76,76,76,,,76,,76,76,77,77,77,77,77,77,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
BZH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,46,,46,46,46,46,,46,46,46,47,,47,,47,47,47,47,47,47,,47,47,47,47,47,47,47,47,47,
BDX,68,69,69,69,68,69,70,70,70,,,,,,,,,68,,,,,,,,68,,68,69,,,,,,,,,,69,,,66,65,65,65,65,65,65,65,,,65,65,65,,65,65,,65,,65,65,65,65,65,65,65,65,65,65,65,65,65,,65,65,65,65,65,65,65,65,65,62,62,62,62,62,62,62
BDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,49,,,,,49,49,49,49,49,49,49,49,51,51,51,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,52
BHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,57,,,,,57,57,57,57,57,57,57,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
BRK.A,39,39,39,39,38,39,40,42,,41,,,,,,,,,,,,41,,,,43,,43,,43,,,,,,,,,,48,,,50,50,50,,50,50,46,,46,46,46,46,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,45,45,45,45
BRK.B,39,39,39,39,38,39,40,42,,41,,,,,,,,,,,,41,,,,43,,43,,43,,,,,,,,,,48,,,50,50,50,,50,50,46,,46,46,46,46,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,45,45,45,45
BHLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,48,,,48,48,47,47,47,47,47,49,49,49,49,49,,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48
BERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,55,,,,,55,55,,55,,55,55,55,56,61,61,61,61,61,61,61,61,61,61,61,61,61,62,,62,64,64,64,64
BBY,70,70,70,70,70,70,70,70,74,,,,73,,,74,,,,76,,,,,76,77,,,,,,76,75,,,,75,,75,,,,73,72,72,,72,72,72,,71,71,71,71,,71,68,,,,68,68,68,68,68,68,68,68,68,67,67,67,67,67,67,67,,67,67,67,66,66,66,65,65,65,65,65,65,65
BEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHP,77,77,77,77,76,77,77,78,72,,,,,,,73,73,,,,72,,,,,73,,,,75,,74,,73,,73,,,72,,,75,75,75,75,,73,73,73,73,73,73,72,71,71,71,72,,72,71,71,67,67,67,67,67,67,67,67,67,67,67,70,70,70,70,70,70,70,,70,70,70,70,70,70,70,66,66,66
BIG,57,55,55,55,55,55,55,56,,,,,,,,,,,,,57,,61,,,61,,,62,,,62,,,,,,,62,62,,,61,61,60,,60,60,60,,60,60,60,60,,60,60,,,,60,60,60,60,60,59,52,52,52,51,51,51,51,51,51,51,,51,50,49,49,49,49,49,49,49,49,49,49,49
BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,,46,46,46,46,46,46,45
BH.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,,46,46,46,46,46,46,45
BILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42
BIO.B,47,47,47,47,47,47,47,46,,,48,,,,,,,,,,,,,,,48,,50,,,,,,,,,,,,,,,49,49,,,,,49,,,49,49,49,,49,56,,,,,56,56,56,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,56,56,56,56,56,57,58,58,58,58,58
BIO,47,47,47,47,47,47,47,46,,,48,,,,,,,,,,,,,,,48,,50,,,,,,,,,,,,,,,49,49,,,,,49,,,49,49,49,,49,56,,,,,56,56,56,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,56,56,56,56,56,57,58,58,58,58,58
BTCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46,46,,46,46,46,46,46,46,46
BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,51
BKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,53,,53,53,,,53,53,53,53,51,51,51,53,53,53,53,53,53,53,53,58,58,58,58,58,58,58,58,58,58,58,59,59
BKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47
